species,name,c3.c4,crop.wild,tissue,fol.ed,study.type,ea.co2,eco2,aco2,plus.co2,add.info,lat,long,region,country,reference,n,element,delta,log.r
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Ca,-0.03,-0.0305
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Cd,-0.14,-0.1508
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Cr,0.032,0.0315
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Fe,-0.082,-0.0856
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,K,0.038,0.0373
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Mg,-0.02,-0.0202
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Mn,-0.037,-0.0377
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Mo,0.085,0.0816
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Na,0.16,0.1484
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Ni,-0.025,-0.0253
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,P,-0.008,-0.008
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Pb,0.148,0.138
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,S,-0.054,-0.0555
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Se,-0.1,-0.1054
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Si,-0.066,-0.0683
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,"2004-2006, mini-FACE",48.7,9.18,Heidfeldhof,Germany,Hogy et al 2009,15,Zn,-0.026,-0.0263
Triticum aestivum 'Turbo',wheat,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Ca,-0.0545,-0.056
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Ca,-0.2818,-0.331
Triticum aestivum 'Turbo',wheat,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Fe,0.0307,0.0302
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Fe,-0.2356,-0.2687
Triticum aestivum 'Turbo',wheat,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,K,-0.0739,-0.0768
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,K,0.0268,0.0264
Triticum aestivum 'Turbo',wheat,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mg,-0.1258,-0.1344
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mg,-0.08,-0.0834
Triticum aestivum 'Turbo',wheat,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mn,-0.0204,-0.0206
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mn,-0.0592,-0.061
Triticum aestivum 'Turbo',wheat,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,N,-0.1449,-0.1565
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,N,-0.2768,-0.3241
Triticum aestivum 'Turbo',wheat,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,P,0.6382,0.4936
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,P,-0.0028,-0.0028
Triticum aestivum 'Turbo',wheat,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,S,0.6379,0.4934
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,S,-0.2143,-0.2412
Triticum aestivum 'Turbo',wheat,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Zn,-0.1145,-0.1216
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Zn,-0.2455,-0.2817
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,chamber,700/350,700,350,350, ,,,,,Wu et al 2004,3,K,-0.232,-0.264
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,chamber,700/350,700,350,350, ,,,,,Wu et al 2004,3,N,-0.1527,-0.1657
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,chamber,700/350,700,350,350, ,,,,,Wu et al 2004,3,P,-0.3663,-0.4562
Triticum aestivum 'Turbo',wheat,C3,CRP,grain,E,chamber,700/350,700,350,350, ,,,,,Wu et al 2004,3,Zn,-0.3263,-0.395
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,B,0.118,0.1115
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,B,0.171,0.1579
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,B,-0.077,-0.0801
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,B,0.081,0.0779
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Ca,-0.13,-0.1393
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Ca,-0.112,-0.1188
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Ca,-0.011,-0.0111
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Ca,-0.129,-0.1381
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Cu,-0.105,-0.1109
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Cu,-0.138,-0.1485
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Cu,-0.016,-0.0161
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Cu,-0.2,-0.2231
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Fe,-0.455,-0.607
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Fe,-0.105,-0.1109
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Fe,0.047,0.0459
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Fe,-0.057,-0.0587
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,K,-0.066,-0.0683
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,K,0.065,0.063
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,K,0,0
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,K,0.103,0.098
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Mg,-0.068,-0.0704
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Mg,-0.056,-0.0576
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Mg,-0.026,-0.0263
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Mg,-0.234,-0.2666
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Mn,0.1,0.0953
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Mn,0.429,0.357
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Mn,0.157,0.1458
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Mn,0.082,0.0788
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,N,-0.076,-0.079
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,N,0.026,0.0257
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,N,-0.004,-0.004
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,N,-0.019,-0.0192
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,P,-0.091,-0.0954
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,P,0.075,0.0723
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,P,0.011,0.0109
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,P,0.018,0.0178
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,S,-0.028,-0.0284
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,S,-0.016,-0.0161
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,S,-0.043,-0.044
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,S,0.045,0.044
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Zn,0.018,0.0178
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NH4,,,,,Carlisle et al 2012,5,Zn,0.264,0.2343
Triticum aestivum 'Veery 10',wheat,C3,CRP,grain,E,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Zn,0.087,0.0834
Triticum aestivum 'Veery 10',wheat,C3,CRP,shoots,F,chamber,720/310,720,310,410,NO3,,,,,Carlisle et al 2012,5,Zn,-0.151,-0.1637
Triticum aestivum 'Yangmai',wheat,C3,CRP,grain,E,FACE,plus 200/370,570,370,200,"Cd=0, 2007 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cd,-0.02,-0.0202
Triticum aestivum 'Yangmai',wheat,C3,CRP,shoots,F,FACE,plus 200/370,570,370,200,"Cd=0, 2007 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cd,0.146,0.1363
Triticum aestivum 'Yangmai',wheat,C3,CRP,grain,E,FACE,plus 200/370,570,370,200,"Cd=0, 2008 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cd,0,0
Triticum aestivum 'Yangmai',wheat,C3,CRP,shoots,F,FACE,plus 200/370,570,370,200,"Cd=0, 2008 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cd,0.076,0.0733
Triticum aestivum 'Yangmai',wheat,C3,CRP,grain,E,FACE,plus 200/370,570,370,200,"Cu=0, 2007 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cu,-0.171,-0.1875
Triticum aestivum 'Yangmai',wheat,C3,CRP,shoots,F,FACE,plus 200/370,570,370,200,"Cu=0, 2007 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cu,-0.209,-0.2345
Triticum aestivum 'Yangmai',wheat,C3,CRP,grain,E,FACE,plus 200/370,570,370,200,"Cu=0, 2008 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cu,-0.173,-0.19
Triticum aestivum 'Yangmai',wheat,C3,CRP,shoots,F,FACE,plus 200/370,570,370,200,"Cu=0, 2008 harvest",32.58,119.7,Jiangsu,China,Guo et al 2011,3,Cu,-0.254,-0.293
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,2008,-35.2,142,Victoria,Australia,Fernando et al 2012a,8,Ca,-0.15,-0.1625
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,2009,-35.2,142,Victoria,Australia,Fernando et al 2012a,8,Ca,-0.09,-0.0943
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,2008,-35.2,142,Victoria,Australia,Fernando et al 2012a,8,Fe,-0.1,-0.1054
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,2009,-35.2,142,Victoria,Australia,Fernando et al 2012a,8,Fe,-0.11,-0.1165
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,2008,-35.2,142,Victoria,Australia,Fernando et al 2012a,8,S,-0.05,-0.0513
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,2009,-35.2,142,Victoria,Australia,Fernando et al 2012a,8,S,-0.1,-0.1054
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,2008,-35.2,142,Victoria,Australia,Fernando et al 2012a,8,Zn,-0.22,-0.2485
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,2009,-35.2,142,Victoria,Australia,Fernando et al 2012a,8,Zn,-0.12,-0.1278
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,mean 2008 & 2009,-35.2,142,Victoria,Australia,Fernando et al 2012b,16,Cu,-0.085,-0.0888
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,mean 2008 & 2009,-35.2,142,Victoria,Australia,Fernando et al 2012b,16,K,-0.024,-0.0243
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,mean 2008 & 2009,-35.2,142,Victoria,Australia,Fernando et al 2012b,16,Mg,-0.069,-0.0715
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,mean 2008 & 2009,-35.2,142,Victoria,Australia,Fernando et al 2012b,16,Mn,-0.024,-0.0243
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,mean 2008 & 2009,-35.2,142,Victoria,Australia,Fernando et al 2012b,16,Na,-0.447,-0.5924
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,mean 2008 & 2009,-35.2,142,Victoria,Australia,Fernando et al 2012b,16,P,-0.107,-0.1132
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,2008,-35.2,142,Victoria,Australia,Fernando et al 2012c,4,N,-0.123,-0.1312
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,2009,-35.2,142,Victoria,Australia,Fernando et al 2012c,4,N,-0.131,-0.1404
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Ca,-0.074,-0.0769
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Cu,-0.033,-0.0336
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Fe,-0.063,-0.0651
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Mg,-0.057,-0.0587
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Na,-0.307,-0.3667
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,P,-0.031,-0.0315
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,S,-0.044,-0.045
Triticum aestivum 'Yitpi',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Zn,-0.058,-0.0598
Vallisneria spinulosa,macrophyte,C3,WLD,foliar,F,glasshouse,1000/390,1000,390,610, ,,,,,Yan et al 2006,3,N,-0.1258,-0.1344
Vallisneria spinulosa,macrophyte,C3,WLD,foliar,F,glasshouse,1000/390,1000,390,610, ,,,,,Yan et al 2006,3,P,0.4247,0.354
Bouteloua curtipendula,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,C,-0.021,-0.0212
Bouteloua curtipendula,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Ca,0.0157,0.0156
Bouteloua curtipendula,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Cu,0.0957,0.0914
Bouteloua curtipendula,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Fe,0.0724,0.0699
Bouteloua curtipendula,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,K,-0.1472,-0.1592
Bouteloua curtipendula,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Mg,0.1228,0.1158
Bouteloua curtipendula,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Mn,0.2536,0.226
Bouteloua curtipendula,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,N,0.1356,0.1272
Bouteloua curtipendula,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,P,0.0189,0.0187
Bouteloua curtipendula,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Zn,0.1171,0.1107
Schizachyrium scoparium,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,C,0.0039,0.0039
Schizachyrium scoparium,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Ca,-0.0808,-0.0843
Schizachyrium scoparium,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Cu,-0.2698,-0.3145
Schizachyrium scoparium,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Fe,0.0902,0.0864
Schizachyrium scoparium,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,K,0.0315,0.031
Schizachyrium scoparium,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Mg,-0.0405,-0.0413
Schizachyrium scoparium,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Mn,-0.1106,-0.1172
Schizachyrium scoparium,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,N,0.1294,0.1217
Schizachyrium scoparium,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,P,-0.1132,-0.1201
Schizachyrium scoparium,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Zn,-0.0297,-0.0302
Sorghastrum nutans,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,C,0.007,0.007
Sorghastrum nutans,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Ca,-0.2596,-0.3005
Sorghastrum nutans,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Cu,0.1046,0.0995
Sorghastrum nutans,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Fe,0.2122,0.1924
Sorghastrum nutans,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,K,0.0961,0.0918
Sorghastrum nutans,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Mg,0.007,0.007
Sorghastrum nutans,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Mn,-0.0759,-0.0789
Sorghastrum nutans,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,N,-0.0008,-0.0008
Sorghastrum nutans,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,P,-0.0169,-0.017
Sorghastrum nutans,grass,C4,WLD,tillers,F,tunnel-chamber,498/268,498,268,230,avg 3 over soils,,,,,Polley et al 2011,6,Zn,0.0179,0.0177
Sorghum bicolor,sorghum,C4,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Ca,-0.0906,-0.095
Sorghum bicolor,sorghum,C4,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Cu,-0.0932,-0.0978
Sorghum bicolor,sorghum,C4,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Fe,-0.1061,-0.1121
Sorghum bicolor,sorghum,C4,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,K,-0.0204,-0.0206
Sorghum bicolor,sorghum,C4,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Mg,-0.1145,-0.1216
Sorghum bicolor,sorghum,C4,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Mn,-0.2366,-0.27
Sorghum bicolor,sorghum,C4,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,N,-0.242,-0.2771
Sorghum bicolor,sorghum,C4,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,P,-0.0746,-0.0776
